gene_name	HobRAvsHob
TSPAN6	0.0671498041397145
TNMD	-0.00457653322122664
DPM1	-0.0236621279684783
SCYL3	0.0590778060271298
C1orf112	0.0871327886191322
FGR	0.00882134421019378
CFH	0.205085441072773
FUCA2	0.0363984518169147
GCLC	-0.0220557495514271
NFYA	0.0466348438162303
STPG1	-0.00223215752370365
NIPAL3	-0.156050242442282
LAS1L	-0.0215216775922986
ENPP4	0.0268166636921681
SEMA3F	0.324836822835216
CFTR	0
ANKIB1	-0.0252492694756494
CYP51A1	-0.170640331120158
KRIT1	-0.0758017082636062
RAD52	-0.0069628964169004
MYH16	-0.00457653322122664
BAD	0.0924869478753827
LAP3	-0.172614111672795
CD99	0.217942694636596
HS3ST1	0.0558589340611522
AOC1	0
WNT16	-1.58977383039031
HECW1	0.104512613406785
MAD1L1	0.039504833257757
LASP1	-0.787096604752982
SNX11	-0.396355270325552
TMEM176A	0
M6PR	0.0013048500144901
KLHL13	-0.403980638821588
CYP26B1	0.0237674579310516
ICA1	0.231524624249428
DBNDD1	0.083645237651929
ALS2	-0.210679275702493
CASP10	-0.15283661248329
CFLAR	-0.0554757690116396
TFPI	-0.829894727235974
NDUFAF7	0.0110268863168717
RBM5	0.0219541885078591
MTMR7	-0.00457653322122664
SLC7A2	-0.132050092458008
ARF5	0.0538581338936748
SARM1	-0.017648892775405
POLDIP2	-0.0932383845651987
PLXND1	-0.968009258750033
AK2	0.00452472210747779
CD38	-0.0505331312426827
FKBP4	-0.03659897573087
KDM1A	0.0702060575889689
RBM6	0.0129160460420668
CAMKK1	0.402819539919445
RECQL	-0.129888359006941
CCDC132	0.00282349020381645
HSPB6	0.0211888959701039
ARHGAP33	0.248106678497596
NDUFAB1	-0.164168007165475
PDK4	0.11644441912452
SLC22A16	-0.00931429546147666
ZMYND10	-0.00273625389625565
ABCB5	0.0113156791077405
ARX	-0.00912797958857112
SLC25A13	-0.134771421418948
ST7	-0.132926509100846
CDC27	-0.182401534702301
SLC4A1	0.0219814547686306
CALCR	0
HCCS	-0.174146179005797
DVL2	0.130423800984291
PRSS22	0.00432138792771775
UPF1	0.0093186471204092
SKAP2	-0.205939257442017
SLC25A5	0.0704666778694243
CCDC109B	0.256752121349218
HOXA11	0.00887306900168205
POLR2J	-0.089881745889306
DHX33	0.0701689050281065
MEOX1	0
THSD7A	-0.0786681497271315
LIG3	-0.107691980198117
RPAP3	-0.0473520784915067
ACSM3	0.0166183008525649
AC004381.6	-0.104561498086562
CIAPIN1	-0.0590413770980689
SPPL2B	0.0602134286707461
FAM214B	-0.0458133558312745
COPZ2	-0.0689402280136502
PRKAR2B	0.02299792080189
MSL3	0.0123164035975627
CREBBP	0.097695408656417
BZRAP1	0.244691930186342
MPO	0.0259949521008005
PON1	0
GCFC2	0.0998930393429731
WDR54	0.0611951499936927
CROT	0.196825578059139
ABCB4	0.118034210589029
KMT2E	0.0750070050854692
RHBDD2	-0.0490467594527093
SOX8	0.0236976320533122
IBTK	-0.0648495639462308
ZNF195	0.0133132780863559
MYCBP2	0.0814440969868695
FBXL3	-0.0461262504863917
ITGAL	-0.00226235368747885
PDK2	0.0203126192553444
ITGA3	-0.0314368585124996
ZFX	0.0531423405642393
LAMP2	0.0776546390359574
ITGA2B	0.0470848662227437
ASB4	-0.000291158253682422
GDE1	-0.11127909090259
C19orf60	-0.0546626707357287
CRLF1	1.75801124702508
OSBPL7	0.0145115377950686
TMEM98	-0.172105388673346
YBX2	-0.00125019862497477
KRT33A	0
MAP3K14	0.114635715258451
ABCC8	0
CACNG3	0
TMEM132A	0.285860591107239
AP2B1	0.0986140817867351
TAC1	0.00432138792771775
ZNF263	-0.0414604939634255
CX3CL1	0.00733779163183046
SPATA20	0.0698763738660677
CACNA1G	0.0288615794153606
TNFRSF12A	0.0162245769636478
DLX6	0.135849894982517
MAP3K9	0.0331819456412004
RALA	0.211820387995491
BAIAP2L1	0.173916251210636
KDM7A	0.162233728753737
ETV1	1.07354174354421
AGK	-0.0143506346113185
ALDH3B1	0.291403601357281
TTC22	-0.064356605187593
PHTF2	-0.26085718529548
CCL26	-0.0883913821754803
FARP2	-0.209235112399675
USH1C	0
GGCT	0.0539972956339696
DBF4	-0.120849839306556
TBXA2R	-0.0103976539850983
IFRD1	0.0254517691422578
LGALS14	0.00432138792771775
COX10	-0.0225358102523305
GTF2IRD1	0.626035813644133
PAF1	-0.0610469248123575
VPS41	0.060789199461194
ARHGAP44	-0.126582504650591
ELAC2	-0.0192941347763913
SCIN	0.30148840266012
ARSD	0.18178384812563
PNPLA4	-0.00874072438875295
MYH13	0
ADIPOR2	-0.0536313548170355
CDKL3	-0.0126364696606007
UPP2	0
PRSS21	0.0261849362014823
MARK4	-0.0545007572679967
PROM1	0.00432138792771775
CCDC124	-0.0209827149612547
CEACAM21	0
PAFAH1B1	-0.184728477852921
NOS2	0
DNAH9	-0.00950054193634031
KIAA0100	0.0132736957672659
SLC13A2	0
GAS7	0.312545991338252
TRAPPC6A	0.0519836105840481
MATK	0.0121097137951724
CEACAM7	0
CD79B	-0.0342912497605146
SCN4A	0.00432138792771775
ST7L	0.139182125387817
TKTL1	0
PAX6	0.00882134421019378
RPUSD1	-0.00119542105608339
RHBDF1	0.000492975950834307
LUC7L	0.0321565767057539
CACNA2D2	0.00882134421019379
BAIAP3	0.0347903900728586
TSR3	-0.0170480413511225
PIGQ	0.0648067559591219
CRAMP1L	0.0977296946751771
TEAD3	-0.312470851321699
SELE	0
DNAJC11	0.0328950570740769
FMO3	-0.652508902295883
MYLIP	-0.0696431390767742
NOX1	0
E2F2	0.0811797829852479
PSMB1	-0.107977772221796
SYN1	0.00875342242867738
JARID2	0.0201640385280033
CDKL5	0.0851652770349514
CAMK1G	0.0147828898317224
CDK11A	-0.0404416554345826
NADK	0.0398734949043487
TFAP2B	-0.00469525641352708
TFAP2D	0
DLEC1	-0.0046331092116203
CYTH3	-0.15751462251669
ADAM22	-0.0171264912068501
SYPL1	0.0390286036139482
CYB561	0.0651773690397253
SPAG9	0.0227990297167509
CELSR3	0.252835271502938
AASS	0.0496696864275119
PLEKHG6	0.000426482772341918
SS18L2	0.0346966022764406
MPND	-0.0515598278216514
MGST1	-0.361441369049247
CRY1	-0.124888705223714
PGLYRP1	0
NFIX	0.532546113819413
ST3GAL1	-0.330509860714837
MMP25	0.00432138792771775
IL32	0.011979701077844
PKD1	0.0546814343181303
MAPK8IP2	0.04316008328344
MED24	0.0495745043127336
RHOBTB2	-0.0169716467095444
HEATR5B	-0.0932707868647675
SEC62	-0.0996567453616617
RPS20	0.258863219929909
CSDE1	0.186602734076491
UBE3C	-0.108655901849419
REV3L	-0.0134082716454262
TENM1	-0.00912797958857112
PAX7	0
MASP2	0.00844201998474681
IYD	-0.00498419234514191
FAM76A	0.024196682255484
TRAF3IP3	-0.0038906800114441
POMT2	0.0942968048459694
VTA1	-0.00874186951338984
MLXIPL	0.0218194396244282
BAZ1B	0.110469124591607
RANBP9	0.160766814420381
ETV7	-0.124166893213615
SPRTN	-0.158602223131307
METTL13	0.0989393342441911
DYRK4	0.0538434265003893
ZNF207	-0.0205302646115513
UQCRC1	-0.135287588118326
STARD3NL	-0.121938246786064
CD9	1.12607688163879
HHATL	0
NCAPD2	0.0684078403823669
IFFO1	0.0277655555537848
GIPR	-0.0955802331453484
PHF7	0.00347363233125897
SEMA3G	-0.0226327158348032
NISCH	0.129038750497367
STAB1	0.000524853957293625
FUZ	0.135452436371786
SLC6A13	-0.00803676813936627
IDS	-0.0213616666751868
PRSS3	-0.135755113260179
ZNF200	-0.0326608671874729
CD4	-1.68768146051437
LRRC23	0.0747688297809699
BTK	-0.00457653322122664
HFE	-0.101453060197702
SCMH1	0.422547993571541
FYN	0.22867176143081
HIVEP2	0.00983200907823267
FMO1	-0.00469525641352708
TCEB3	-0.219307157496276
LYPLA2	-0.0883962923430452
CLCN6	0.162370432802291
MRC2	0.201162851347036
NME2	0.282886942436381
SLC6A7	-0.000146370655543774
TSPAN9	-0.381382961834758
BTBD7	0.0825947717828512
APBA3	0.0659046204248277
MKS1	0.111165132652653
ABHD5	0.227540399441768
KAL1	0.116547893432762
AKAP8L	-0.151812764814251
MBTD1	0.0354336616653725
UTP18	0.102306933219683
RNF216	-0.200517359236665
TTC19	0.131222441010499
PTBP1	-0.0305584486595958
DPF1	-0.216411049006526
SYT7	0.858481157521835
LARS2	-0.167095243763601
PIK3C2A	-0.203705174887663
PLAUR	0.134778185254811
ANLN	-0.26471630390243
WIZ	-0.0262188350246522
RABGAP1	-0.0422861411563193
DCN	0.765291452241478
QPCTL	-0.0588508900612776
PPP5C	-0.143137089070668
CEP68	0.146149516816729
MAP4K3	0.00796954417070417
ZBTB32	0
TYROBP	0
TMEM159	-0.119571353613855
GABRA3	0.140438546536281
BRCA1	0.0947998605211087
ERCC1	0.110828714796925
CD22	-0.108678541146013
SEMA3B	0.65717136897824
MBTPS2	-0.0118189533647914
PRICKLE3	-0.0657368169538666
LTF	0.019897849613729
EXTL3	-0.0904660889168643
NR1H4	0
ELOVL5	0.0234846432492901
ALOX5	0
KDM5D	0.00375691076700946
CALCOCO1	0.242547862924372
UBR7	-0.173025667888727
MAP4K5	-0.159399810520634
EHD3	-0.117807103034327
PSMC4	-0.082289211748316
MAN2B2	0.168587104837506
SLC7A14	-0.00358870431368885
CLDN11	0.400223385018416
SLC25A39	-0.0696646618697798
MVP	-0.0335727389205065
NUB1	-0.0187060719085164
PGM3	-0.0951920119695266
RWDD2A	0.0461985946394741
CLK1	0.139387170793546
POLR3B	0.0869721796738041
ANGEL1	0.0120304315877426
RNF14	-0.180158797615388
DNASE1L1	-0.44055657958276
DDX11	0.0286099424194788
HEBP1	0.173433349758742
GPRC5A	0.348207269253267
MAMLD1	0.375686455964098
CD6	-0.00457653322122664
TACC3	-0.209638100894564
UFL1	-0.0384486078439181
POLA2	-0.188788063620537
ZC3H3	0.0678832984801847
CAPN1	0.0338695895690115
ACPP	0.0304688646641329
MDH1	-0.180358522263898
SLC30A9	-0.0646082573691995
MTMR11	0.00983927741662427
COX15	-0.0298293771991638
CCDC88C	-0.00450606585608826
YAF2	-0.00241102001471383
ZMYND11	0.233195863613085
WAS	0.0655217122115945
DPEP1	0.00493711978424538
BID	-0.0613934468547761
MATR3	0.146340339534889
NPC1L1	-0.013654319560494
XYLT2	-0.227065427110512
RGPD5	-0.32270486480977
STMN4	0
NUDCD3	0.0631057538882231
ISL1	0
CHDH	0.0545627809904925
IL20RA	0.0207160962543647
CLCA1	0
CLCA4	0
GLT8D1	0.0729626302028183
ATP2C1	-0.334376932545423
IGF1	0.144301361746193
SLC38A5	0.0961993492286055
RALBP1	-0.101214426342718
RUFY3	-0.00948567461257532
CNTN1	-0.00701888768469483
SLC11A1	0.0552509702555284
WWTR1	0.341107638426095
AGPS	-0.0182174557611852
ZNF806	0.00432138792771775
CXorf56	-0.0404967731569297
ATP1A2	0.0547320781681582
TTC27	0.0480690463757298
ZNF582	0.0568437272555657
VSIG2	-0.00912797958857111
PHLDB1	-0.184297939237204
MARCO	0
CYP24A1	0.0129851553827827
PRDM11	-0.0404724729044652
SYT13	-0.0989940110023095
SNAI2	-0.485107012706658
CD74	0.120774009529941
HGF	-0.822501636570578
ZRANB1	-0.0813780341464483
NCDN	-0.114454143947036
GPR124	0.24894756185088
CCT8L1P	0
ZFP64	0.143501123176634
MNAT1	-0.0229279206896749
SAMD4A	-0.01507735097017
RUNX3	-0.0141926624376447
MRE11A	0.104076362645005
PLEKHB1	0.00222314836605086
SERPINB1	0.28258403532109
CYP3A43	-0.0330845240666897
SLC7A9	0.0131968509696866
SPAST	0.104204660233881
NRXN3	-2.2367190854312
OSBPL5	-0.114505859681405
AQR	-0.020124990028771
CPS1	-0.12275421893
C8B	0
FHL1	-0.913062587770169
RTFDC1	0.00437835125531016
GABRA1	-0.000146370655543773
NLRP2	0.0515615122256063
SLC45A4	0.0991701281505133
RNF10	0.0157071014826737
ZNF839	0.0327465623584882
ZDHHC6	0.0667919817065297
GRAMD1B	-0.363649840703323
RNH1	0.146077010474762
NDUFS1	-0.175859712575509
RB1CC1	0.125676821798347
ERP44	-0.169877383449654
ALAS1	-0.0788924078931714
BIRC3	0.159971025662699
AKAP11	-0.0458347465912485
GLRX2	0.0126942023838561
SNAPC1	0.0693692499752103
DERA	-0.0684313555149494
STRAP	-0.123415365441661
ABCC2	0.0390652648771539
DEF6	-0.0262771637527432
PLEKHO1	-0.123493536634362
GCLM	0.239223491597761
UBR2	0.0146589031814539
EHD2	-0.122478013604107
DEPDC1	-0.318564919296314
CCDC28A	0.0753650919327518
RRAGD	-0.0588981472940961
HSF2	-0.0134271748835282
PHF20	0.0305753660400327
HSD17B6	-0.711691657154249
NR1H3	-0.195243987789032
TYMP	0.282844419328798
NCAPH2	-0.0992111932565649
TOMM34	0.209069048823116
SEC63	-0.046244541875474
KPNA6	-0.0556647274334789
VIM	0.0492602340671731
RTEL1-TNFRSF6B	0.328186586687124
FAS	-0.209114686573152
RNASET2	-0.349099810211003
CD44	0.239128031702904
KCNG1	0.463658021639594
AGPAT4	0.019918641038597
SLAMF7	-0.0422150657051734
BTN3A1	-0.225543559649743
MIPEP	0.0793495595886675
PRKCH	-0.0586131108551706
INSRR	0.0175491397061024
IFNGR1	0.062506185272424
B4GALT7	-0.179718758209992
SH2D2A	-0.0549665796957894
VRK2	-0.0663775207662347
TNFRSF1B	0.0437159676397858
VEZT	0.0196445501712645
POU2F2	-0.0483270318038871
BRD9	0.0263533336030601
SNX1	-0.0994453607484136
TBPL1	0.0231577831502623
ARNTL2	0.251951706811886
BCLAF1	-0.00716867364598883
SLC39A9	-0.0353017904832615
ANK1	-0.349468360580333
IBSP	0.195553299327878
TFB1M	0.0617304471518452
RABEP1	-0.0292191707503626
HMGB3	0.189597969466934
NUP160	-0.0976979295555847
BAK1	-0.214526549924006
MUSK	0.0280936424903397
IKZF2	-0.200543177453879
GRN	0.198645789864447
FAM13B	0.0291733201686881
ARHGAP31	-0.289154210727483
CENPQ	-0.0498913794058291
SARS	0.242635117467445
RANBP3	0.0648019473820849
ARID4A	0.015655586358486
TSSC1	0.0100649315223329
PNPLA6	0.0901722091585651
IFT88	0.0619008465104596
ALG1	-0.123457057527236
ZCCHC8	0.132770150685403
ABCF2	0.0299099928698485
CHPF2	-0.288755062481146
LRRC7	-0.162982565062299
FUT8	0.0969292879416148
UBA6	-0.0206232855897781
GAB2	0.203986588877191
ATP6V0A1	-0.170859098060324
PIAS1	0.0691600313151248
SLC4A7	0.402654569602232
APBA2	0.116759411178943
MAP2K3	-0.514045713446176
EFCAB1	-0.0100220584053012
TMSB10	-0.155884696786957
ASTE1	0.0715275354302456
RNF19A	-0.057927833503534
PEX3	-0.0459600582859778
GABARAPL2	-0.0832874776085539
MYOC	0.00425516303609408
SH3YL1	-0.0703930833063033
FAM136A	-0.101896244258322
VCL	-0.684963416879269
DEPDC1B	-0.0222562589221553
DAPK2	0.375268646325951
NSMAF	0.340884738995873
ADSS	0.0359841465143091
STAP1	0
TIMP2	0.0256905583823031
RFC1	-0.188695390568624
TBC1D23	0.0511909881318413
CUL3	-0.0205440643055521
MYOM2	-0.00957533553145584
OTC	0
CYP46A1	0.0655018417883166
ZZZ3	0.158625739606908
SLC18A1	0.00432138792771775
USP2	0.0773375859674816
CASR	0
TUBG2	-0.176328469063455
RPL26L1	-0.0273962923142221
FLT4	0.0285005007332462
NSUN2	-0.118569053788125
FBXO42	-0.00446725702324358
MFAP3	-0.122692394717081
MRI1	-0.304168574091673
METTL1	-0.00077493137717255
HOXC8	0.0770502579906118
AGA	0.31707573847687
PI4K2B	-0.172445876959667
BOD1L1	-0.041609613648367
MAT2B	0.0871529722613662
TLL1	0.285908121363733
EDC4	-0.166938318427182
TRIO	-0.160219578212908
VCAN	0.249636495319571
CLEC16A	0.050519898370009
MSR1	-0.0754351381617022
CDH1	-0.206891623583528
SKIV2L2	0.191347250306061
DNAH5	-0.16737030749412
ZFYVE16	-0.169415779880779
FAM65A	-0.184858260820398
C6	-0.00912797958857112
RAI14	-0.391197352225594
SOX30	-0.0182864815555206
PNKP	-0.0534101063978891
BEST2	-0.0270629749078388
PHLPP2	-0.0922552792665687
SPDL1	-0.43724775769036
STAU2	0.000970385562920839
PQLC2	0.00844883548732334
CTNS	0.1326611763707
RTN4R	0.00407369953308434
PHF23	-0.063158653909305
CDH10	0.00796572372784343
INPP4A	-0.00692676103731316
RAB27B	0.13118009948375
PSMA4	-0.14916227025266
MYO16	-0.0215121859116656
LSG1	-0.099438146705177
PARP3	0.0285008194169798
TNC	0.246626521958154
THAP3	0.0575372493432491
FAM65C	0.0028126575938896
TDP1	-0.0023727947900305
AIFM2	0.15328222040158
C2orf83	-0.00977351547838179
SPATA7	0.143373814887122
MED17	0.063829092369545
RETSAT	0.03144034556286
CAPG	1.49820372683688
AP2S1	-0.068604664507907
USH2A	-0.0137212916116576
ZPBP	0
TG	0.0066308900896308
ADAM28	0.154004825462465
BARX2	-0.0191365028744803
DCUN1D1	0.0740855363448887
JADE2	0.282672113135273
ZIC2	0.00432138792771775
LCP2	0
TRIT1	-0.0525657271577842
ADRB1	0.00432138792771775
GUCA2B	0
CUL7	0.0677955071391043
CTNNA1	-0.0187870935026702
PHKA2	-0.121669524948166
CNTLN	0.132049295441988
EPHA3	0.0293788939941084
HSPA5	0.141484073227151
DSG2	0.644082167368879
GEMIN8	0.156108140724873
OFD1	0.223462340620392
GPM6B	0.116041465091214
MAGEC2	-0.00457653322122664
PREX2	-0.0121031796532556
WDR37	-0.0916852267529595
YTHDC2	0.0843070150846863
CTPS2	0.0129304283414253
ATP6V1H	-0.00147562033184556
POLR2B	0.274506734911752
FAM214A	-0.152478948406939
ARAP2	0.0317883959185119
TPR	-0.0866019775634435
CP	0.0319512314458803
KIAA0556	0.160809891615518
DTNBP1	-0.041303343766856
XK	-0.00940779184609775
ANO2	0.00432138792771775
C12orf4	0.00219229480399896
SCML1	-0.0132740055138996
WWC3	-0.227688170388625
ARHGAP6	-0.283007146498037
FAM184B	0.0242722861025126
MAP4	0.000455652587872279
GOPC	0.328758627661045
ROS1	0.298244601107543
USP28	0.082562703246106
HDAC9	-0.459054714072066
TSPAN17	-0.0177083917819605
NOP16	-0.0753022998663013
CC2D2A	-0.229859965128849
RRM2B	0.19735351562208
ZNF800	0.0314882390499971
TNFRSF17	0.00432138792771775
SNX29	0.089125283211521
LMO3	0.0811337990968735
MRPS10	0.0393540020343419
GUCA1A	-0.0226327158348032
RSF1	-0.178531803607999
VPS13D	-0.0405996501527977
CELF2	0.481989126673276
FAM120A	-0.0140852732621575
R3HDM1	0.0110812757146057
COL9A2	0.0509375279108228
KITLG	-0.202891415645347
ERCC8	-0.0532721425679172
ADAMTS6	-0.065117719212715
H6PD	-0.0631778157947309
VAMP3	-0.0505379082227453
PER3	0.173250150714145
UTS2	-0.00457653322122664
TNFRSF9	0.137768040488721
EPN3	0.00882134421019378
LTBP1	-0.176159950533071
RCN1	-0.0892577464366155
ELN	0.668227333501914
RFC2	0.0847825704241441
ARID1B	0.171620775424001
CLPTM1L	-0.0836184305581291
NEDD4L	0.304357986629118
FOXP3	0.00681058597130768
PPP1R3F	0.0281527670296935
HEXB	-0.100536274725245
PTCD2	0.228858571998893
KIAA2022	-0.0182419132781204
JKAMP	-0.0660082713482009
DKK3	0.117686288531081
ARHGEF5	0.0903839939785769
NFE2L3	0.115685377295094
MCUR1	-0.00256618999607383
LIMA1	0.054335139132009
LETMD1	0.1215280194632
SLC4A8	0.165634735190404
LAMC3	-0.000716263205501999
PTGER3	-0.41924406389939
TNIP3	0.0249464469636358
MAPK9	-0.0501479120227444
COL23A1	-0.0175611507711433
BCAR1	-0.355411808574557
FAM160A2	0.0500215701275213
HERPUD1	0.148044828583611
HOMER3	-0.00905266453623099
RAD51	-0.0611872495955978
POLQ	-0.0939510451847658
PIK3CB	0.134026967011911
CYBA	-0.368663167166867
THOC3	-0.518352716085642
HEBP2	0.289891570408784
MPHOSPH9	0.0619779691661115
PLEKHA5	0.186022153262559
PRSS8	-0.000146370655543773
SIKE1	0.0495931507040108
RRP12	-0.049543239689573
FNIP2	-0.0261546741665661
MSMO1	-0.011162246946423
TTC17	0.0653887423645365
ALX4	0.00250116411914725
FSTL4	0
FOXN3	0.0986863995486758
METTL24	-0.00457653322122664
AKR7A2	0.0072889993911982
MRTO4	-0.0996740564777845
NNAT	0.0865437479601079
USE1	0.0834201349290726
MCF2L2	0.0126761144754086
NRIP2	-0.13537447213231
LAMA3	0.497832123436512
AP5M1	-0.289938047811264
ANAPC4	0.0119327239798199
KCNQ1	0
TRAPPC3	-0.023135844890696
THRAP3	-0.0111483790603923
PHPT1	-0.00740421358729471
ENTPD2	0
LY75	0.143477929341749
ARID4B	-0.036792453672275
OPN3	-0.0563542111060578
SDCCAG8	-0.15223759146534
PTPRN	0.151252399312826
HHAT	-0.126484344885165
KIF1B	-0.020928436700169
FOXC1	0.42687664139757
TBC1D22A	-0.0394476156183359
SYNE2	0.0951131483630352
PLEKHH1	0.254858645204338
ATP9A	0.271554145187347
SPO11	0
CBLN4	0
CHRDL2	-0.0203558970528979
FAM168A	-0.0854787930547367
RELT	-0.302595162609797
GALC	0.0818220591819969
NOP58	-0.133120379273644
SZRD1	-0.131524241366092
KCNH2	0.0142194596302585
CUL1	-0.0940581569176242
FAM114A2	-0.103247029436609
CYFIP2	-0.373518352932166
TAB2	0.217412878406186
GINM1	-0.0968737246489457
EIF2AK2	-0.396806080061101
USP36	0.0572353526624543
KMT2C	0.0759802947189421
MCOLN3	0.0137861858250208
CCDC85A	-0.572262965505436
PUM2	0.00817166704372951
MRPL43	-0.0853895721173963
ITIH4	0.0289495155046513
ITIH1	0
C4orf27	-0.174767106201505
ZFR	0.0845166773715071
ZNF280C	-0.100805490592704
